UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
320004: MME-CGC-COORD.GERAL DE RECURSOS LOGISTICOS/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,32000402000011998,,Publicado,"A Comissão Permanente de Licitação do Ministério de Minas e Energia torna público que emitiu Adendo ao edital de licitação da  TP-Nº01/98-MME, promovendo alterações no conteúdo do mesmo, devendo as empresas licitantes comparecerem à Sede do MME, para retirarem novo edital contendo as  novas condições, objetivando a contratação de serviços de limpeza,  conservação e asseio no Edifício-Sede do MME.",,8000002749/96-89,Nacional,1,COORDENADOR GERAL DE SERVIÇOS GERAIS,Coordenador Geral de Serviços Gerais,23/04/1998 09:00,Esplanada dos Ministérios Bloco U sala 205 - Brasília/DF - /DF,23/01/1998 10:00,08/05/1998 10:00,23/04/1998,/licitacoes/id/licitacao/32000402000011998/itens
320009: MME-DNC-DEPART. NACIONAL DE COMBUSTIVEIS/DF,"1: CONVITE                                           ",00001/1998,32000901000011998,,Divulgado,"Contrtação de empresa especializada para prestação de serviços de m antenção preventiva e corretva, incluindo assitencia mecanica, eletrica, la nternagem geral, pintura funilaria, vidraçaria, capotaria,tapeçaria,com for nrcimeto de peças e acessorio e materiais originais",,,Nacional,1,,,15/01/1998 08:00,"SGAN 603 mod.h,i e j - Plano Piloto/DF",,22/01/1998 10:00,,/licitacoes/id/licitacao/32000901000011998/itens
323002: MME-DEPART.NAC.DE PROD.MINERAL/SEDE/DNPM/DF,"1: CONVITE                                           ",00001/1998,32300201000011998,,Publicado,"Contratação de empresa especializada para prestação de serviços de elaboração cartográfica dos mapas do Estado do Rio de Janeiro/RJ, Rio Grande do Norte/RN e Pilar Guarinos/GO.",,,Nacional,3,ADÉRITO JOSÉ NOGUEIRA,Coordenador de Administração,05/02/1998 08:30,San Quadra 01 BL. B sala 306-B - Asa Norte/DF,,19/02/1998 10:00,04/02/1998,/licitacoes/id/licitacao/32300201000011998/itens
323002: MME-DEPART.NAC.DE PROD.MINERAL/SEDE/DNPM/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,32300202000011998,,Publicado,Manutenção corretiva e preventiva dos aparelhos de ar condicionado do prédio do DNPM-Sede em Brasília DF. O edital será fornecido em disquete mediante a sua troca por um disquete virgem.,,,Nacional,1,ADÉRITO JOSÉ NOGUEIRA,Coordenador de Administração,05/02/1998 08:30,San Quadra 01 Bl. B sala 306-B - Asa Norte/DF,,20/02/1998 10:00,04/02/1998,/licitacoes/id/licitacao/32300202000011998/itens
323002: MME-DEPART.NAC.DE PROD.MINERAL/SEDE/DNPM/DF,"3: CONCORRÊNCIA                                      ",00001/1998,32300203000011998,,Publicado,Aquisição de mobiliário,,8400001222/98-96,Nacional,24,ADÉRITO JOSÉ NOGUEIRA,Coordenador de Administração,13/10/1998 09:00,San. Quadra 01 Bl.""B"" - Sala 306 - Asa Norte/DF,,12/11/1998 09:00,09/10/1998,/licitacoes/id/licitacao/32300203000011998/itens
330005: MPS-COORDENAÇÃO-GERAL DE LOG. E SERV. GERAIS,"1: CONVITE                                           ",00001/1998,33000501000011998,,Divulgado,Contratação de empresa para prestação de serviço de chaveiro.,,,Nacional,1,,,05/01/1998 09:00,Esplanada dos Ministérios Bl. ""F"" Ed. Anexo ala ""B"" sala 434 - Plano Piloto/DF,15/01/1998 15:00,12/01/1998 15:00,,/licitacoes/id/licitacao/33000501000011998/itens
330005: MPS-COORDENAÇÃO-GERAL DE LOG. E SERV. GERAIS,"2: TOMADA DE PREÇOS                                  ",00001/1998,33000502000011998,,Publicado,"Contratação de empresa especializada para prestação de serviços de manutenção corretiva em aparelhos fac-símile, teleimpressoras,  aparelhos telefônicos instalados em diversas unidades deste Ministério.",,,Nacional,1,GILVÂNIA ALVES SILVA.,Presidente da CPL/MPAS-Substituta,15/01/1998 09:00,Esplanada dos Ministérios Bl.""F"" Ed. Anexo ala ""B"" sala 434. - Plano Piloto/DF,,02/02/1998 10:00,14/01/1998,/licitacoes/id/licitacao/33000502000011998/itens
330005: MPS-COORDENAÇÃO-GERAL DE LOG. E SERV. GERAIS,"3: CONCORRÊNCIA                                      ",00001/1998,33000503000011998,,Publicado,"Contratação de empresa especializada na prestação de serviços de teleatendimento e supervisão, tendo por objetivo a implantação e funcionamento da Central de Informações da Previdência Social. O Edital poderá ser adquirido mediante o recolhimento de taxa no valor de R$ 10,00 (dez reais).",,4000000422/98-56,Nacional,1,ADEMIR DE ARAUJO MENDONÇA,Presidente/CPL/MPAS,16/03/1998 08:30,"Espl. dos Ministérios, bloco F, Ed. Anexo, Ala B, sala 434 - Plano Piloto/DF",,15/04/1998 08:30,16/03/1998,/licitacoes/id/licitacao/33000503000011998/itens
344041: MINC-FCP-FUNDACAO CULTURAL PALMARES/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,34404102000011998,,Publicado,"Contratacao de Empresa especializada na prestacao de servicos  de fornecimento de passagens aereas e terrestres, nacionais e internacionais.",,1420000273/98-26,Nacional,1,KEILAH DINIZ,Diretora de Administracao e Financas,14/08/1998 09:00,SBN Q. 02 ED. Central Brasilia 1º Sub Solo - Asa Norte/DF,,31/08/1998 09:30,14/08/1998,/licitacoes/id/licitacao/34404102000011998/itens
364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"1: CONVITE                                           ",00001/1998,36400101000011998,,Publicado,"Fornecimento de combustíveis e óleo lubrificantes para abastecimento da frota oficial de propriedade deste Conselho, para o exercício   de 1998.",,,Nacional,4,LUIZ SOARES MAIA,Chefe do Serviço de Licitação,12/01/1998 09:00,CNPq - SEPN Q. 507 Bloco B - sala 117 - Asa Norte/DF,,22/01/1998 09:30,12/01/1998,/licitacoes/id/licitacao/36400101000011998/itens
364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"22: TOMADA DE PREÇOS POR TÉCNICA E PREÇO              ",00001/1998,36400122000011998,,Publicado,Contratação de pessoa jurídica do ramo pertinente para o fornecimen to de equipamentos de informática para adequação da infra-estrutura de rede do CNPq,,00298/98-0,Nacional,5,LUÍZ SOARES MAIA,Presidente da CPL,20/07/1998 09:00,SEPN Q. 507 Bl. B Ed. Sede CNPq sala 117 - Asa Norte/DF,,20/08/1998 10:00,17/07/1998,/licitacoes/id/licitacao/36400122000011998/itens
364202: IBICT-INST.BRAS.DE INF.E CIEN.E TECNOLOGIA/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,36420202000011998,,Publicado,Seleção e contratação de empresa para o fornecimento de equipamento s e software para a reestruturação da rede de microcomputadores do IBICT.,,90/98,Nacional,1,WAGNER RIBEIRO PEREZ BARBOSA,Presidente CPL/IBICT,21/05/1998 10:00,SAS Quadra 05 Bloco H sala 809 - Asa Sul/DF,,25/06/1998 15:00,21/05/1998,/licitacoes/id/licitacao/36420202000011998/itens
373083: INCRA-SEDE/DF,"3: CONCORRÊNCIA                                      ",00001/1998,37308303000011998,,Publicado,"Contratação de empresa para prestação de serviços de publiciddade a serem realizados na forma de execução indireta, sob o regime de empreitada por preço unitário, a serem prestados por agência de propaganda.",,4000003588199714,Nacional,1,FLAVIA PIRES TORREAO,Presidente da Comissao Especial,30/03/1998 10:00,Sbn Edificio Palacio do Desenvolvimento 20 andar - Asa Norte/DF,,14/05/1998 10:00,01/04/1998,/licitacoes/id/licitacao/37308303000011998/itens
380018: MTB-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,38001802000011998,,Publicado,"Contratação de empresa especializada para a prestação de  serviços de seleção de cores em filme limpo e prova de prelo.Para retirada do Edital , os fornecedores deverão recolher uma taxa de R$ 2,76 (dois reais e seten ta e seis centavos).",,,Nacional,1,LILIAN DE AZEVEDO GONÇALVES,Presidente da CPL/MTb,14/01/1998 08:30,"Esplanada dos Ministérios Bloco F, Edf. Anexo, Sala 464 - Plano Piloto/DF",,02/02/1998 09:30,14/01/1998,/licitacoes/id/licitacao/38001802000011998/itens
380018: MTB-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"3: CONCORRÊNCIA                                      ",00001/1998,38001803000011998,,Publicado,"Contratação de empresa especializada para a prestação de serviços de carga manual e de copeiragem com fornecimento de material, nas dependên cias do Ministério do Trabalho. Para a retirada do Edital, os fornecidores deverão recolher um taixa de R$ 4,32 (quadro reais e trinta e dois centa vos)",,,Nacional,1,LILIAN DE AZEVEDO GONÇALVES,PRESIDENTE DA CPL/MTb,07/01/1998 08:30,"Esplanada dos Ministérios Bloco F, Edf. Anexo sala 464 - Plano Piloto/DF",09/02/1998 09:30,09/02/1998 09:30,07/01/1998,/licitacoes/id/licitacao/38001803000011998/itens
380035: MTB-DRT-DELEGACIA REGIONAL DO TRABALHO/DF,"1: CONVITE                                           ",00001/1998,38003501000011998,,Divulgado,Contratação de empresa especializada para fornecimento de água mine ral fluoretada.,,62060119979760,Nacional,1,,,27/03/1998 08:30,SEPN Q 509 Bloco ""E"" primeiro andar sala 202 - Plano Piloto/DF,,03/04/1998 10:00,,/licitacoes/id/licitacao/38003501000011998/itens
380035: MTB-DRT-DELEGACIA REGIONAL DO TRABALHO/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,38003502000011998,,Publicado,Aquisição de equipamentos de informática.,,6206000985199808,Nacional,4,SERLIO TEODORO DE SOUZA,Presidente da CPL/DRT/DF,11/05/1998 08:30,SEPN Q. 509 Bl. ""E"" Sala 202 - Plano Piloto/DF,,27/05/1998 10:00,11/05/1998,/licitacoes/id/licitacao/38003502000011998/itens
380037: DELEGACIA REGIONAL DO TRABALHO/GO,"22: TOMADA DE PREÇOS POR TÉCNICA E PREÇO              ",00001/1998,38003722000011998,,Publicado,"A Comissão Especial de Licitação da Delegacia Regional do Trabalho /GO Ministério do Trabalho, comunica aos interassados que realizará lici tação na modalidade de Tomada de Preços, objetivando a aquisição de  equi pamentos de informática com manutenção e garantia para atender ao  projeto de implantação da nova carteira de trabalho nos estados de Goiás e  Tocan tins.",,6208011297/98-45,Nacional,6,JOSÉ LUIS ALVES SANTANA,PRESIDENTE DA CEL da DRT/GO,24/09/1998 08:00,Av 85 nº887 sala 207 Ed. Genebra - Setor Sul/GO,,09/11/1998 09:30,24/09/1998,/licitacoes/id/licitacao/38003722000011998/itens
380044: DELEG.REG. DO TRAB/PARANA,"3: CONCORRÊNCIA                                      ",00001/1998,38004403000011998,,Publicado,Contratacao de serviços de Vigilância ostensiva não armada para a sede da DRT/PR e subdelegacias do trabalho.,,6212.019372/9801,Nacional,1,PAULO JOSE ZANELLATO,Presidente da Comissão de Licitação,03/12/1998 09:00,"Av Vicente Machado, nr 362 - Centro/PR",,11/01/1999 09:00,02/12/1998,/licitacoes/id/licitacao/38004403000011998/itens
390004: MT-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"1: CONVITE                                           ",00001/1998,39000401000011998,,Publicado,"Contratação de empresa p/ prestação dos serviços de lavanderia nas quantidades mensais estimadas, durante o ano de 1998.",,,Nacional,1,EDMILSON AZEVEDO DE ARAÚJO,Presidente da Comissão Permanente de Licitação,13/02/1998 08:00,"Ministério dos Transportes - Ed. Sede, sobreloja sala 123 - Plano Piloto/DF",,26/02/1998 09:00,13/02/1998,/licitacoes/id/licitacao/39000401000011998/itens
390004: MT-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,39000402000011998,,Publicado,"Prestação de serviços de produção, gravação, edição, finalização e distribuição, a emissora de rádio, de matérias para rádio ""rádio-releases para divulgação das ações desenvolvidas pelo Ministério dos Trasnportes.",,0000000483/98-99,Nacional,1,EDMILSON AZEVEDO DE ARAÚJO,Presidente da Comissão Permanente de Licitação/CPL/MT.,28/05/1998 08:00,Ministério dos Transportes/Ed. Sede sobreloja sala 123. - Plano Piloto/DF,,16/06/1998 09:00,28/05/1998,/licitacoes/id/licitacao/39000402000011998/itens
390004: MT-CSG-COORD.-GERAL DE SERVICOS GERAIS/DF,"3: CONCORRÊNCIA                                      ",00001/1998,39000403000011998,,Publicado,"Contratação de empresa especializada no ramo, para prestação  dos serviços de reserva, emissão, marcação/remarcação e fornecimento de passagens aéreas nacionais e internacionais, destinadas ao transportes de servidores, quando em viagens a serviços.",,0000006860/97-11,Nacional,3,EDMILSON AZEVEDO DE ARAÚJO,Presidente da Comissão Permanente de Licitação/MT.,03/06/1998 08:00,Ministério dos Transportes/ Ed. Sede sobreloja sala 123 - Plano Piloto/DF,,06/07/1998 09:00,03/06/1998,/licitacoes/id/licitacao/39000403000011998/itens
410003: COORDENACAO GERAL DE RECURSOS LOGISTICOS,"1: CONVITE                                           ",00001/1998,41000301000011998,,Divulgado,Contratação de empresa especializada em fornecimento de jornais e r evistas.,,,Nacional,1,,,23/01/1998 09:00,Ministério das Comunicações - Esplanada dos Minist. Bloco R - Sala 905/DF,,30/01/1998 10:00,,/licitacoes/id/licitacao/41000301000011998/itens
410003: COORDENACAO GERAL DE RECURSOS LOGISTICOS,"2: TOMADA DE PREÇOS                                  ",00001/1998,41000302000011998,,Publicado,"Contratação de empresa especializada para fornecimento diário  de clipping eletrônico televisivo, de interesse do Ministério,  gravado  nos programas e noticiários jornalísticos, conforme especificado no Anexo I do Edital.",,3000009833/97,Nacional,1,MARCUS JOSÉ REIS CÂMARA,Presidente da Comissão Permanente de Licitação,27/03/1998 09:00,Esplanada dos Ministérios Bloco ""R"" 9º andar sala 912 - Centro/DF,,13/04/1998 10:00,26/03/1998,/licitacoes/id/licitacao/41000302000011998/itens
420001: MINC-COORD-GERAL DE EXEC. ORÇ.E FINANCEIRA,"1: CONVITE                                           ",00001/1998,42000101000011998,,Publicado,Aquisição de equipamentos de escritório (máquina de escrever  eletrônica e aparelho ""fac-simile"").,,,Nacional,2,LUCIANO SIQUEIRA CORTEZ,Presidente da Comissão Permanente de Licitação,16/02/1998 09:00,"Esplanada dos Ministérios, Bloco B, Sobreloja, Sala 117. - Plano Piloto/DF",,27/02/1998 15:00,16/02/1998,/licitacoes/id/licitacao/42000101000011998/itens
420001: MINC-COORD-GERAL DE EXEC. ORÇ.E FINANCEIRA,"2: TOMADA DE PREÇOS                                  ",00001/1998,42000102000011998,,Publicado,Contratação de empresa especializada para prestação de serviços administrativos.,,14000050159739,Nacional,3,LUCIANO SIQUEIRA CORTEZ,Presidente da Comissão Permanente de Licitação,19/02/1998 09:00,"Esplanada dos Ministérios, Bloco B, Sobreloja, Sala 117. - Plano Piloto/DF",,10/03/1998 15:00,19/02/1998,/licitacoes/id/licitacao/42000102000011998/itens
420001: MINC-COORD-GERAL DE EXEC. ORÇ.E FINANCEIRA,"3: CONCORRÊNCIA                                      ",00001/1998,42000103000011998,,Publicado,Aquisição de instrumentos musicais.,,14000038249804,Nacional,1,LUCIANO SIQUEIRA CORTEZ,Presidente da Comissão Permanente de Licitação,22/05/1998 09:00,"Esplanada dos Ministérios, Bloco B, Sobreloja, Sala 117. - Plano Piloto./DF",,22/06/1998 15:00,22/05/1998,/licitacoes/id/licitacao/42000103000011998/itens
"440001: SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO","1: CONVITE                                           ",00001/1998,44000101000011998,,Publicado,Contratação de empresa especializada para execução de serviços  de transporte de mobiliário e bagagens de servidor público.,,,Nacional,1,MARCIO ANTONIO FEITOSA CURVINA,Presidente da Comissão Permanente de Licitação,26/01/1998 10:00,"Esplanada dos Ministérios, bloco ""B"", sala 712 - Asa Sul/DF",,02/02/1998 10:00,26/01/1998,/licitacoes/id/licitacao/44000101000011998/itens
"440001: SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO","2: TOMADA DE PREÇOS                                  ",00001/1998,44000102000011998,,Publicado,Contratação de empresa especializada para locação de serviços repro gráficos.,,,Nacional,1,MARCIO ANTONIO FEITOSA CURVINA,Presidente da Comissão Permanente de Licitação,10/02/1998 10:00,"Esplanada dos Ministérios, bloco ""B"", sala 712 - Asa Sul/DF",,27/02/1998 10:00,10/02/1998,/licitacoes/id/licitacao/44000102000011998/itens
"440001: SUBSECRET. DE PLANEJ., ORÇ. E ADMINISTRAÇÃO","33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1998,44000133000011998,,Publicado,Contratação de empresa especializada na prestação de serviços técni cos para dar suporte aos programas e ações governamentais de  modernização administrativa e da gestão da informação para atender aos diversos  órgãos deste Ministério.,,,Nacional,1,MARCIO ANTONIO FEITOSA CURVINA,Presidente da Comissão Permanente de Licitação,27/01/1998 10:00,"Esplanada dos Ministérios, bloco ""B"", sala 712 - Asa Sul/DF",,13/03/1998 09:00,27/01/1998,/licitacoes/id/licitacao/44000133000011998/itens
510004: INSS - GERENCIA EXECUTIVA NO DF,"1: CONVITE                                           ",00001/1998,51000401000011998,,Publicado,Contratação de empresa para prestar serviços de exames básicos  de saúde em candidatos aprovados em concurso público do INSS.,,,Nacional,6,ARNALDO NOGUEIRA DE LIMA,Chefe do NEAP,08/01/1998 08:30,Sas Q.01 Bl. E sala 103 - Asa Sul/DF,15/01/1998 11:00,15/01/1998 11:00,08/01/1998,/licitacoes/id/licitacao/51000401000011998/itens
510004: INSS - GERENCIA EXECUTIVA NO DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,51000402000011998,,Publicado,Contratação de empresa especializada para fornecimento de açúcar e café.,,,Nacional,2,ARNALDO NOGUEIRA DE LIMA,Chefe do NEAP,09/01/1998 08:30,Sas Quadra 01 Bloco E Sala 103 - Asa Sul/DF,,27/01/1998 09:30,09/01/1998,/licitacoes/id/licitacao/51000402000011998/itens
510004: INSS - GERENCIA EXECUTIVA NO DF,"3: CONCORRÊNCIA                                      ",00001/1998,51000403000011998,,Publicado,Locação de Equipamentos reprográficos.,,5000000288/98-84,Nacional,4,ARNALDO NOGUEIRA DE LIMA,Chefe do NEAP,02/03/1998 08:30,Sas Q. 01 Bl. E sala 103 - Asa Sul/DF,,01/04/1998 09:00,02/03/1998,/licitacoes/id/licitacao/51000403000011998/itens
