no_cidade,nome_da_nidade,gid,valor,taxa
"Guarará","<i>Guarará</i>","10535","<b>0</b>","0"
"Guarani d'Oeste","<i>Guarani d'Oeste</i>","8475","<b>0</b>","0"
"São Simão","<i>São Simão</i>","8839","<b>0</b>","0"
"Forquilha","<i>Forquilha</i>","7173","<b>5</b>","5"
"Arapiraca","<i>Arapiraca</i>","10035","<b>11</b>","11"
"Aracitaba","<i>Aracitaba</i>","10247","<b>0</b>","0"
"Dois Vizinhos","<i>Dois Vizinhos</i>","5832","<b>3</b>","3"
"Barroquinha","<i>Barroquinha</i>","7141","<b>3</b>","3"
"Tenente Portela","<i>Tenente Portela</i>","9717","<b>1</b>","1"
"São Miguel dos Milagres","<i>São Miguel dos Milagres</i>","10125","<b>2</b>","2"
"Taboão da Serra","<i>Taboão da Serra</i>","8859","<b>2</b>","2"
"Panelas","<i>Panelas</i>","9964","<b>3</b>","3"
"Boa Hora","<i>Boa Hora</i>","6920","<b>0</b>","0"
"Faria Lemos","<i>Faria Lemos</i>","10493","<b>0</b>","0"
"Jaboatão dos Guararapes","<i>Jaboatão dos Guararapes</i>","9935","<b>27</b>","27"
"Itaóca","<i>Itaóca</i>","8524","<b>0</b>","0"
"Muliterno","<i>Muliterno</i>","9538","<b>0</b>","0"
"Pedreira","<i>Pedreira</i>","8688","<b>1</b>","1"
"Paraíso","<i>Paraíso</i>","6318","<b>0</b>","0"
"Ipaumirim","<i>Ipaumirim</i>","7195","<b>2</b>","2"
"Santo Augusto","<i>Santo Augusto</i>","9650","<b>3</b>","3"
"Alta Floresta","<i>Alta Floresta</i>","7302","<b>7</b>","7"
"Tapurah","<i>Tapurah</i>","7428","<b>3</b>","3"
"Mirassolândia","<i>Mirassolândia</i>","8612","<b>0</b>","0"
"São Francisco de Assis","<i>São Francisco de Assis</i>","9655","<b>1</b>","1"
"Caucaia","<i>Caucaia</i>","7159","<b>14</b>","14"
"Serra de São Bento","<i>Serra de São Bento</i>","6572","<b>1</b>","1"
"São Pedro do Suaçuí","<i>São Pedro do Suaçuí</i>","10963","<b>1</b>","1"
"Santa Luz","<i>Santa Luz</i>","7069","<b>1</b>","1"
"Mormaço","<i>Mormaço</i>","9531","<b>2</b>","2"
"Aracoiaba","<i>Aracoiaba</i>","7129","<b>5</b>","5"
"Contendas do Sincorá","<i>Contendas do Sincorá</i>","7868","<b>1</b>","1"
"Porto Ferreira","<i>Porto Ferreira</i>","8725","<b>4</b>","4"
"Alto Piquiri","<i>Alto Piquiri</i>","5741","<b>0</b>","0"
"Santa Cecília do Pavão","<i>Santa Cecília do Pavão</i>","6053","<b>0</b>","0"
"Santa Inês","<i>Santa Inês</i>","6057","<b>1</b>","1"
"Itaparica","<i>Itaparica</i>","7952","<b>2</b>","2"
"Praia Norte","<i>Praia Norte</i>","9020","<b>1</b>","1"
"Itapecerica da Serra","<i>Itapecerica da Serra</i>","8525","<b>1</b>","1"
"Miranda","<i>Miranda</i>","9819","<b>1</b>","1"
"Pio IX","<i>Pio IX</i>","7053","<b>4</b>","4"
"São Vicente","<i>São Vicente</i>","6569","<b>1</b>","1"
"Paripiranga","<i>Paripiranga</i>","8053","<b>0</b>","0"
"Itapetininga","<i>Itapetininga</i>","8526","<b>6</b>","6"
"Igaracy","<i>Igaracy</i>","6630","<b>2</b>","2"
"Cristina","<i>Cristina</i>","10437","<b>0</b>","0"
"Ibiaí","<i>Ibiaí</i>","10546","<b>1</b>","1"
"Itupeva","<i>Itupeva</i>","8544","<b>2</b>","2"
"Wanderlândia","<i>Wanderlândia</i>","9053","<b>1</b>","1"
"Indianópolis","<i>Indianópolis</i>","5882","<b>0</b>","0"
"Canela","<i>Canela</i>","9349","<b>2</b>","2"
"Delta","<i>Delta</i>","10447","<b>1</b>","1"
"Itaju","<i>Itaju</i>","8522","<b>0</b>","0"
"Senador Alexandre Costa","<i>Senador Alexandre Costa</i>","9250","<b>1</b>","1"
"Paulino Neves","<i>Paulino Neves</i>","9190","<b>0</b>","0"
"Mandirituba","<i>Mandirituba</i>","5932","<b>1</b>","1"
"Brejo Grande do Araguaia","<i>Brejo Grande do Araguaia</i>","5599","<b>3</b>","3"
"Tapiramutá","<i>Tapiramutá</i>","8148","<b>0</b>","0"
"Poço de José de Moura","<i>Poço de José de Moura</i>","6744","<b>1</b>","1"
"Abdon Batista","<i>Abdon Batista</i>","6133","<b>1</b>","1"
"Iguaracy","<i>Iguaracy</i>","9923","<b>2</b>","2"
"São Gotardo","<i>São Gotardo</i>","10935","<b>4</b>","4"
"Esperantinópolis","<i>Esperantinópolis</i>","9122","<b>2</b>","2"
"Santo Antônio de Pádua","<i>Santo Antônio de Pádua</i>","8248","<b>10</b>","10"
"Natividade da Serra","<i>Natividade da Serra</i>","8633","<b>0</b>","0"
"Davinópolis","<i>Davinópolis</i>","7518","<b>1</b>","1"
"São Tiago","<i>São Tiago</i>","10974","<b>0</b>","0"
"Serafina Corrêa","<i>Serafina Corrêa</i>","9699","<b>3</b>","3"
"Porto Vera Cruz","<i>Porto Vera Cruz</i>","9600","<b>0</b>","0"
"Araguacema","<i>Araguacema</i>","8925","<b>1</b>","1"
"Barcelona","<i>Barcelona</i>","6443","<b>1</b>","1"
"Diamante do Sul","<i>Diamante do Sul</i>","5830","<b>1</b>","1"
"Santo Antônio do Tauá","<i>Santo Antônio do Tauá</i>","5689","<b>5</b>","5"
"Santa Terezinha","<i>Santa Terezinha</i>","6365","<b>1</b>","1"
"Balneário Arroio do Silva","<i>Balneário Arroio do Silva</i>","6158","<b>1</b>","1"
"Alto Paraguai","<i>Alto Paraguai</i>","7306","<b>2</b>","2"
"São João das Duas Pontes","<i>São João das Duas Pontes</i>","8820","<b>0</b>","0"
"Salinas","<i>Salinas</i>","10873","<b>3</b>","3"
"Terra Boa","<i>Terra Boa</i>","6107","<b>3</b>","3"
"Machadinho","<i>Machadinho</i>","9509","<b>0</b>","0"
"Porto Esperidião","<i>Porto Esperidião</i>","7396","<b>1</b>","1"
"Maracaçumé","<i>Maracaçumé</i>","9164","<b>2</b>","2"
"Teolândia","<i>Teolândia</i>","8152","<b>3</b>","3"
"Unaí","<i>Unaí</i>","11037","<b>0</b>","0"
"Itaporã","<i>Itaporã</i>","9808","<b>3</b>","3"
"Santa Maria Madalena","<i>Santa Maria Madalena</i>","8247","<b>0</b>","0"
"Riozinho","<i>Riozinho</i>","9617","<b>0</b>","0"
"Imbé","<i>Imbé</i>","9475","<b>0</b>","0"
"Jacobina","<i>Jacobina</i>","7969","<b>5</b>","5"
"Valença","<i>Valença</i>","8166","<b>2</b>","2"
"São Cristóvão","<i>São Cristóvão</i>","7752","<b>1</b>","1"
"Santa Rita","<i>Santa Rita</i>","9221","<b>9</b>","9"
"Quiterianópolis","<i>Quiterianópolis</i>","7263","<b>6</b>","6"
"Nazaré Paulista","<i>Nazaré Paulista</i>","8634","<b>0</b>","0"
"Arame","<i>Arame</i>","9071","<b>7</b>","7"
"Ouro Verde de Goiás","<i>Ouro Verde de Goiás</i>","7610","<b>1</b>","1"
"São Miguel","<i>São Miguel</i>","6563","<b>1</b>","1"
"Tuparendi","<i>Tuparendi</i>","9740","<b>2</b>","2"
"Boquira","<i>Boquira</i>","7813","<b>3</b>","3"
"Guaçuí","<i>Guaçuí</i>","11092","<b>1</b>","1"
"Laje","<i>Laje</i>","7986","<b>3</b>","3"
"São Francisco de Sales","<i>São Francisco de Sales</i>","10926","<b>0</b>","0"
"Prudente de Morais","<i>Prudente de Morais</i>","10836","<b>1</b>","1"
"Rubiataba","<i>Rubiataba</i>","7639","<b>2</b>","2"
"Barra de Santa Rosa","<i>Barra de Santa Rosa</i>","6618","<b>1</b>","1"
"Conceição do Rio Verde","<i>Conceição do Rio Verde</i>","10405","<b>1</b>","1"
"Pinhais","<i>Pinhais</i>","5998","<b>4</b>","4"
"Mata Verde","<i>Mata Verde</i>","10680","<b>0</b>","0"
"Tombos","<i>Tombos</i>","11023","<b>0</b>","0"
"Floriano","<i>Floriano</i>","6974","<b>2</b>","2"
"Riachinho","<i>Riachinho</i>","10846","<b>0</b>","0"
"Bom Sucesso do Sul","<i>Bom Sucesso do Sul</i>","5776","<b>0</b>","0"
"Paulista","<i>Paulista</i>","9969","<b>14</b>","14"
"São João da Varjota","<i>São João da Varjota</i>","7084","<b>1</b>","1"
"Aguaí","<i>Aguaí</i>","8273","<b>1</b>","1"
"Getulina","<i>Getulina</i>","8465","<b>1</b>","1"
"Capinzal do Norte","<i>Capinzal do Norte</i>","9103","<b>3</b>","3"
"Rio Novo do Sul","<i>Rio Novo do Sul</i>","11125","<b>1</b>","1"
"Tomar do Geru","<i>Tomar do Geru</i>","7760","<b>2</b>","2"
"Itaiópolis","<i>Itaiópolis</i>","6257","<b>5</b>","5"
"Ponto Belo","<i>Ponto Belo</i>","11122","<b>2</b>","2"
"Pilar de Goiás","<i>Pilar de Goiás</i>","7622","<b>0</b>","0"
"Guaraciaba do Norte","<i>Guaraciaba do Norte</i>","7183","<b>0</b>","0"
"Bueno Brandão","<i>Bueno Brandão</i>","10309","<b>0</b>","0"
"Guaporema","<i>Guaporema</i>","5865","<b>1</b>","1"
"Progresso","<i>Progresso</i>","9604","<b>0</b>","0"
"Itaquitinga","<i>Itaquitinga</i>","9934","<b>4</b>","4"
"Landri Sales","<i>Landri Sales</i>","7009","<b>1</b>","1"
"São José de Mipibu","<i>São José de Mipibu</i>","6560","<b>4</b>","4"
"Pinhalzinho","<i>Pinhalzinho</i>","6328","<b>1</b>","1"
"Ipueiras","<i>Ipueiras</i>","7197","<b>4</b>","4"
"Coxim","<i>Coxim</i>","9796","<b>2</b>","2"
"Caraúbas","<i>Caraúbas</i>","6453","<b>4</b>","4"
"Dourado","<i>Dourado</i>","8429","<b>1</b>","1"
"Cajati","<i>Cajati</i>","8375","<b>2</b>","2"
"Iguatu","<i>Iguatu</i>","7192","<b>6</b>","6"
"São Sebastião do Caí","<i>São Sebastião do Caí</i>","9683","<b>2</b>","2"
"Nova Floresta","<i>Nova Floresta</i>","6722","<b>1</b>","1"
"Itaguaçu","<i>Itaguaçu</i>","11099","<b>5</b>","5"
"Macaubal","<i>Macaubal</i>","8587","<b>1</b>","1"
"Caseara","<i>Caseara</i>","8949","<b>0</b>","0"
"Felisburgo","<i>Felisburgo</i>","10496","<b>1</b>","1"
"Mafra","<i>Mafra</i>","6285","<b>4</b>","4"
"Livramento","<i>Livramento</i>","6700","<b>2</b>","2"
"Guapó","<i>Guapó</i>","7540","<b>2</b>","2"
"Guatambú","<i>Guatambú</i>","6236","<b>0</b>","0"
"Baixa Grande","<i>Baixa Grande</i>","7793","<b>0</b>","0"
"Brasiléia","<i>Brasiléia</i>","6872","<b>7</b>","7"
"Domingos Mourão","<i>Domingos Mourão</i>","6966","<b>0</b>","0"
"Dueré","<i>Dueré</i>","8963","<b>0</b>","0"
"Botuporã","<i>Botuporã</i>","7814","<b>3</b>","3"
"Esmeralda","<i>Esmeralda</i>","9424","<b>0</b>","0"
"Canavieira","<i>Canavieira</i>","6939","<b>1</b>","1"
"Bom Jesus do Araguaia","<i>Bom Jesus do Araguaia</i>","7317","<b>2</b>","2"
"Porto Franco","<i>Porto Franco</i>","9202","<b>4</b>","4"
"São José da Lagoa Tapada","<i>São José da Lagoa Tapada</i>","6779","<b>2</b>","2"
"Balneário Pinhal","<i>Balneário Pinhal</i>","9302","<b>1</b>","1"
"Campo Mourão","<i>Campo Mourão</i>","5794","<b>6</b>","6"
"Catanduvas","<i>Catanduvas</i>","5804","<b>1</b>","1"
"Barra Bonita","<i>Barra Bonita</i>","8330","<b>2</b>","2"
"Vigia","<i>Vigia</i>","5714","<b>5</b>","5"
"Ararendá","<i>Ararendá</i>","7130","<b>3</b>","3"
"São Félix de Minas","<i>São Félix de Minas</i>","10923","<b>1</b>","1"
"Irati","<i>Irati</i>","5886","<b>3</b>","3"
"São Sebastião do Uatumã","<i>São Sebastião do Uatumã</i>","10188","<b>2</b>","2"
"Manaquiri","<i>Manaquiri</i>","10171","<b>2</b>","2"
"Urucará","<i>Urucará</i>","10195","<b>2</b>","2"
"Barão","<i>Barão</i>","9303","<b>1</b>","1"
"Campestre","<i>Campestre</i>","10330","<b>0</b>","0"
"Rosário do Sul","<i>Rosário do Sul</i>","9625","<b>0</b>","0"
"Medeiros Neto","<i>Medeiros Neto</i>","8016","<b>2</b>","2"
"Passabém","<i>Passabém</i>","10766","<b>1</b>","1"
"Santa Salete","<i>Santa Salete</i>","8803","<b>1</b>","1"
"Eirunepé","<i>Eirunepé</i>","10156","<b>2</b>","2"
"Santana do Piauí","<i>Santana do Piauí</i>","7070","<b>1</b>","1"
"Jataúba","<i>Jataúba</i>","9937","<b>1</b>","1"
"Grão Pará","<i>Grão Pará</i>","6230","<b>1</b>","1"
"Almino Afonso","<i>Almino Afonso</i>","6433","<b>1</b>","1"
"Águas da Prata","<i>Águas da Prata</i>","8274","<b>0</b>","0"
"Palotina","<i>Palotina</i>","5983","<b>3</b>","3"
"Agudo","<i>Agudo</i>","9274","<b>0</b>","0"
"Santa Mercedes","<i>Santa Mercedes</i>","8797","<b>1</b>","1"
"Goioxim","<i>Goioxim</i>","5859","<b>2</b>","2"
"Poção de Pedras","<i>Poção de Pedras</i>","9201","<b>1</b>","1"
"São Miguel da Baixa Grande","<i>São Miguel da Baixa Grande</i>","7093","<b>0</b>","0"
"Congonhal","<i>Congonhal</i>","10409","<b>0</b>","0"
"Curuá","<i>Curuá</i>","5617","<b>3</b>","3"
"Barras","<i>Barras</i>","6911","<b>4</b>","4"
"Ibitiara","<i>Ibitiara</i>","7918","<b>1</b>","1"
"Itapé","<i>Itapé</i>","7953","<b>2</b>","2"
"Ponto Novo","<i>Ponto Novo</i>","8071","<b>2</b>","2"
"Catarina","<i>Catarina</i>","7157","<b>6</b>","6"
"Cunha Porã","<i>Cunha Porã</i>","6208","<b>2</b>","2"
"São João do Sul","<i>São João do Sul</i>","6379","<b>1</b>","1"
"Jeriquara","<i>Jeriquara</i>","8558","<b>1</b>","1"
"Guiricema","<i>Guiricema</i>","10540","<b>1</b>","1"
"Pedra do Indaiá","<i>Pedra do Indaiá</i>","10782","<b>0</b>","0"
"Moreira Sales","<i>Moreira Sales</i>","5957","<b>2</b>","2"
"Turiúba","<i>Turiúba</i>","8889","<b>0</b>","0"
"Dois Lajeados","<i>Dois Lajeados</i>","9405","<b>0</b>","0"
"São Francisco de Goiás","<i>São Francisco de Goiás</i>","7655","<b>1</b>","1"
"Alumínio","<i>Alumínio</i>","8284","<b>0</b>","0"
"Dona Eusébia","<i>Dona Eusébia</i>","10467","<b>0</b>","0"
"Monte Alegre do Sul","<i>Monte Alegre do Sul</i>","8620","<b>0</b>","0"
"Itaituba","<i>Itaituba</i>","5631","<b>10</b>","10"
"Novo Cabrais","<i>Novo Cabrais</i>","9557","<b>0</b>","0"
"Queiroz","<i>Queiroz</i>","8740","<b>0</b>","0"
"Macieira","<i>Macieira</i>","6284","<b>0</b>","0"
"Borrazópolis","<i>Borrazópolis</i>","5777","<b>1</b>","1"
"Ipiaçu","<i>Ipiaçu</i>","10569","<b>0</b>","0"
"Campo Novo do Parecis","<i>Campo Novo do Parecis</i>","7321","<b>5</b>","5"
"Ipameri","<i>Ipameri</i>","7551","<b>3</b>","3"
"Ubarana","<i>Ubarana</i>","8891","<b>0</b>","0"
"Lima Campos","<i>Lima Campos</i>","9160","<b>6</b>","6"
"Salvador","<i>Salvador</i>","8097","<b>27</b>","27"
"Nova Resende","<i>Nova Resende</i>","10735","<b>1</b>","1"
"Oeiras do Pará","<i>Oeiras do Pará</i>","5656","<b>4</b>","4"
"Abaré","<i>Abaré</i>","7763","<b>5</b>","5"
"Medianeira","<i>Medianeira</i>","5952","<b>2</b>","2"
"Montezuma","<i>Montezuma</i>","10713","<b>1</b>","1"
"Santo Antônio do Jacinto","<i>Santo Antônio do Jacinto</i>","10913","<b>0</b>","0"
"Pombal","<i>Pombal</i>","6745","<b>8</b>","8"
"Lapão","<i>Lapão</i>","7991","<b>5</b>","5"
"Formigueiro","<i>Formigueiro</i>","9442","<b>0</b>","0"
"Araguapaz","<i>Araguapaz</i>","7465","<b>2</b>","2"
"Porto Real do Colégio","<i>Porto Real do Colégio</i>","10113","<b>1</b>","1"
"Iguaí","<i>Iguaí</i>","7924","<b>1</b>","1"
"Itagi","<i>Itagi</i>","7941","<b>1</b>","1"
"Cordeirópolis","<i>Cordeirópolis</i>","8409","<b>2</b>","2"
"Santa Izabel do Pará","<i>Santa Izabel do Pará</i>","5682","<b>8</b>","8"
"Santa Rosa do Piauí","<i>Santa Rosa do Piauí</i>","7071","<b>1</b>","1"
"Cabo de Santo Agostinho","<i>Cabo de Santo Agostinho</i>","9878","<b>7</b>","7"
"Altinho","<i>Altinho</i>","9856","<b>4</b>","4"
"Cerejeiras","<i>Cerejeiras</i>","6822","<b>1</b>","1"
"Água Boa","<i>Água Boa</i>","10217","<b>0</b>","0"
"Gandu","<i>Gandu</i>","7897","<b>2</b>","2"
"Pratápolis","<i>Pratápolis</i>","10829","<b>1</b>","1"
"Governador Edison Lobão","<i>Governador Edison Lobão</i>","9132","<b>2</b>","2"
"Espigão D'Oeste","<i>Espigão D'Oeste</i>","6826","<b>1</b>","1"
"Brejo da Madre de Deus","<i>Brejo da Madre de Deus</i>","9875","<b>5</b>","5"
"Santa Fé de Goiás","<i>Santa Fé de Goiás</i>","7643","<b>1</b>","1"
"São José da Laje","<i>São José da Laje</i>","10121","<b>2</b>","2"
"Jumirim","<i>Jumirim</i>","8563","<b>0</b>","0"
"Condado","<i>Condado</i>","9898","<b>1</b>","1"
"Serrana","<i>Serrana</i>","8845","<b>4</b>","4"
"São João do Rio do Peixe","<i>São João do Rio do Peixe</i>","6603","<b>1</b>","1"
"Barra de Santo Antônio","<i>Barra de Santo Antônio</i>","10037","<b>4</b>","4"
"Congonhas do Norte","<i>Congonhas do Norte</i>","10411","<b>0</b>","0"
"Pompéu","<i>Pompéu</i>","10818","<b>3</b>","3"
"Candiba","<i>Candiba</i>","7841","<b>1</b>","1"
"Irajuba","<i>Irajuba</i>","7931","<b>2</b>","2"
"Cornélio Procópio","<i>Cornélio Procópio</i>","5818","<b>3</b>","3"
"Agronômica","<i>Agronômica</i>","6136","<b>0</b>","0"
"Cabeceiras do Piauí","<i>Cabeceiras do Piauí</i>","6930","<b>3</b>","3"
"São João do Sabugi","<i>São João do Sabugi</i>","6559","<b>1</b>","1"
"Tucunduva","<i>Tucunduva</i>","9735","<b>0</b>","0"
"Pesqueira","<i>Pesqueira</i>","9971","<b>10</b>","10"
"Cruzeiro do Iguaçu","<i>Cruzeiro do Iguaçu</i>","5822","<b>0</b>","0"
"Rio Pardo","<i>Rio Pardo</i>","9616","<b>1</b>","1"
"Argirita","<i>Argirita</i>","10259","<b>0</b>","0"
"Patis","<i>Patis</i>","10771","<b>2</b>","2"
"São João do Caiuá","<i>São João do Caiuá</i>","6075","<b>1</b>","1"
"Nova Monte Verde","<i>Nova Monte Verde</i>","7440","<b>0</b>","0"
"Lagoa dos Patos","<i>Lagoa dos Patos</i>","10638","<b>1</b>","1"
"Ananás","<i>Ananás</i>","8921","<b>1</b>","1"
"Carrasco Bonito","<i>Carrasco Bonito</i>","8948","<b>2</b>","2"
"Tauá","<i>Tauá</i>","7287","<b>6</b>","6"
"São Gonçalo do Pará","<i>São Gonçalo do Pará</i>","10932","<b>1</b>","1"
"Oliveira de Fátima","<i>Oliveira de Fátima</i>","9003","<b>1</b>","1"
"Sebastião Leal","<i>Sebastião Leal</i>","7099","<b>2</b>","2"
"Porto Alegre","<i>Porto Alegre</i>","9597","<b>26</b>","26"
"Diamantino","<i>Diamantino</i>","7340","<b>2</b>","2"
"Bom Jesus das Selvas","<i>Bom Jesus das Selvas</i>","9089","<b>0</b>","0"
"Milhã","<i>Milhã</i>","7227","<b>2</b>","2"
"Rio Grande","<i>Rio Grande</i>","9615","<b>9</b>","9"
"Bertolínia","<i>Bertolínia</i>","6918","<b>0</b>","0"
"João Pessoa","<i>João Pessoa</i>","6690","<b>39</b>","39"
"São Geraldo do Araguaia","<i>São Geraldo do Araguaia</i>","5695","<b>0</b>","0"
"São Gonçalo do Rio Abaixo","<i>São Gonçalo do Rio Abaixo</i>","10933","<b>1</b>","1"
"Ipecaetá","<i>Ipecaetá</i>","7927","<b>0</b>","0"
"Irupi","<i>Irupi</i>","11098","<b>1</b>","1"
"Aroeiras do Itaim","<i>Aroeiras do Itaim</i>","6905","<b>0</b>","0"
"Presidente Jânio Quadros","<i>Presidente Jânio Quadros</i>","8076","<b>2</b>","2"
"Santo Afonso","<i>Santo Afonso</i>","7407","<b>0</b>","0"
"Cariús","<i>Cariús</i>","7154","<b>0</b>","0"
"Adustina","<i>Adustina</i>","7765","<b>1</b>","1"
"Bom Jesus da Lapa","<i>Bom Jesus da Lapa</i>","7809","<b>9</b>","9"
"Matinhos","<i>Matinhos</i>","5949","<b>4</b>","4"
"Brejinho","<i>Brejinho</i>","6447","<b>2</b>","2"
"Mundo Novo","<i>Mundo Novo</i>","8028","<b>0</b>","0"
"Araraquara","<i>Araraquara</i>","8307","<b>10</b>","10"
"Tenório","<i>Tenório</i>","6811","<b>1</b>","1"
"Olho d'Água Grande","<i>Olho d'Água Grande</i>","10095","<b>2</b>","2"
"Rio Rufino","<i>Rio Rufino</i>","6353","<b>0</b>","0"
"São João de Pirabas","<i>São João de Pirabas</i>","5697","<b>6</b>","6"
"Nova Prata","<i>Nova Prata</i>","9553","<b>4</b>","4"
"Recursolândia","<i>Recursolândia</i>","9023","<b>0</b>","0"
"Canutama","<i>Canutama</i>","10150","<b>1</b>","1"
"Nova União","<i>Nova União</i>","10629","<b>0</b>","0"
"Padre Paraíso","<i>Padre Paraíso</i>","10753","<b>3</b>","3"
"Cachoeira Dourada","<i>Cachoeira Dourada</i>","7485","<b>2</b>","2"
"Veríssimo","<i>Veríssimo</i>","11052","<b>0</b>","0"
"Aricanduva","<i>Aricanduva</i>","10260","<b>1</b>","1"
"Diorama","<i>Diorama</i>","7519","<b>0</b>","0"
"Tasso Fragoso","<i>Tasso Fragoso</i>","9256","<b>2</b>","2"
"Angicos","<i>Angicos</i>","6435","<b>2</b>","2"
"São Gonçalo do Amarante","<i>São Gonçalo do Amarante</i>","6558","<b>11</b>","11"
"Caraúbas","<i>Caraúbas</i>","6648","<b>1</b>","1"
"Camanducaia","<i>Camanducaia</i>","10325","<b>0</b>","0"
"Barra do Guarita","<i>Barra do Guarita</i>","9307","<b>0</b>","0"
"Quitandinha","<i>Quitandinha</i>","6027","<b>1</b>","1"
"Triunfo Potiguar","<i>Triunfo Potiguar</i>","6587","<b>1</b>","1"
"Igarapé","<i>Igarapé</i>","10553","<b>1</b>","1"
"Minas Novas","<i>Minas Novas</i>","10694","<b>1</b>","1"
"Verdejante","<i>Verdejante</i>","10027","<b>2</b>","2"
"Nova Olímpia","<i>Nova Olímpia</i>","7378","<b>2</b>","2"
"Porto","<i>Porto</i>","7056","<b>2</b>","2"
"Água Branca","<i>Água Branca</i>","6894","<b>1</b>","1"
"Paraíso do Norte","<i>Paraíso do Norte</i>","5984","<b>1</b>","1"
"Capão da Canoa","<i>Capão da Canoa</i>","9354","<b>7</b>","7"
"Marquinho","<i>Marquinho</i>","5946","<b>0</b>","0"
"Balsa Nova","<i>Balsa Nova</i>","5761","<b>0</b>","0"
"Luiziana","<i>Luiziana</i>","5925","<b>1</b>","1"
"Aiquara","<i>Aiquara</i>","7768","<b>0</b>","0"
"Lagoa do Barro do Piauí","<i>Lagoa do Barro do Piauí</i>","7005","<b>2</b>","2"
"São Lourenço","<i>São Lourenço</i>","10959","<b>1</b>","1"
"Catolândia","<i>Catolândia</i>","7853","<b>0</b>","0"
"Dona Francisca","<i>Dona Francisca</i>","9409","<b>0</b>","0"
"Maria da Fé","<i>Maria da Fé</i>","10671","<b>0</b>","0"
"Poconé","<i>Poconé</i>","7390","<b>5</b>","5"
"Nova Marilândia","<i>Nova Marilândia</i>","7438","<b>1</b>","1"
"Caraí","<i>Caraí</i>","10353","<b>3</b>","3"
"Senador Pompeu","<i>Senador Pompeu</i>","7280","<b>6</b>","6"
"Dom Eliseu","<i>Dom Eliseu</i>","5619","<b>7</b>","7"
"Xexéu","<i>Xexéu</i>","10032","<b>2</b>","2"
"Colina","<i>Colina</i>","8405","<b>0</b>","0"
"Datas","<i>Datas</i>","10444","<b>0</b>","0"
"Amarante do Maranhão","<i>Amarante do Maranhão</i>","9065","<b>3</b>","3"
"Florestal","<i>Florestal</i>","10501","<b>2</b>","2"
"Itirapuã","<i>Itirapuã</i>","8541","<b>2</b>","2"
"Vilhena","<i>Vilhena</i>","6839","<b>2</b>","2"
"Iturama","<i>Iturama</i>","10600","<b>3</b>","3"
"Laranjal","<i>Laranjal</i>","5917","<b>2</b>","2"
"Icaraí de Minas","<i>Icaraí de Minas</i>","10552","<b>0</b>","0"
"Crixás","<i>Crixás</i>","7513","<b>3</b>","3"
"Quixeré","<i>Quixeré</i>","7267","<b>1</b>","1"
"Araci","<i>Araci</i>","7787","<b>12</b>","12"
"Ibarama","<i>Ibarama</i>","9467","<b>0</b>","0"
"Gameleiras","<i>Gameleiras</i>","10519","<b>3</b>","3"
"Abadiânia","<i>Abadiânia</i>","7442","<b>1</b>","1"
"Urupá","<i>Urupá</i>","6867","<b>2</b>","2"
"Machado","<i>Machado</i>","10661","<b>3</b>","3"
"Marechal Thaumaturgo","<i>Marechal Thaumaturgo</i>","6881","<b>5</b>","5"
"Volta Grande","<i>Volta Grande</i>","11063","<b>0</b>","0"
"Angelim","<i>Angelim</i>","9858","<b>5</b>","5"
"Passira","<i>Passira</i>","9967","<b>2</b>","2"
"Itaeté","<i>Itaeté</i>","7940","<b>3</b>","3"
"Pindaré-Mirim","<i>Pindaré-Mirim</i>","9197","<b>4</b>","4"
"Mairi","<i>Mairi</i>","8004","<b>4</b>","4"
"Bom Sucesso de Itararé","<i>Bom Sucesso de Itararé</i>","8351","<b>1</b>","1"
"Cerro Largo","<i>Cerro Largo</i>","9373","<b>1</b>","1"
"Antonina do Norte","<i>Antonina do Norte</i>","7125","<b>2</b>","2"
"Campestre","<i>Campestre</i>","10046","<b>2</b>","2"
"Relvado","<i>Relvado</i>","9612","<b>0</b>","0"
"Buritinópolis","<i>Buritinópolis</i>","7481","<b>0</b>","0"
"Nova Itaberaba","<i>Nova Itaberaba</i>","6303","<b>0</b>","0"
"Ji-Paraná","<i>Ji-Paraná</i>","6829","<b>2</b>","2"
"Fortim","<i>Fortim</i>","7175","<b>1</b>","1"
"Camocim de São Félix","<i>Camocim de São Félix</i>","9885","<b>4</b>","4"
"São João da Baliza","<i>São João da Baliza</i>","10209","<b>3</b>","3"
"Santa Maria da Serra","<i>Santa Maria da Serra</i>","8796","<b>1</b>","1"
"Cândido de Abreu","<i>Cândido de Abreu</i>","5795","<b>0</b>","0"
"Morro do Chapéu do Piauí","<i>Morro do Chapéu do Piauí</i>","7025","<b>1</b>","1"
"São José dos Ramos","<i>São José dos Ramos</i>","6782","<b>1</b>","1"
